rank.sign.logp.heart	rank.sign.logp.lung	rank.sign.logp.kidney	rank.sign.logp.spleen
4116	11255	3145	6160
11048	12180	8091	12504
15192	15112	15329	14969
8863	10078	6092	12972
14068	14681	14270	14987
10265	13572	10684	14551
5820	5541	6290	7981
8413	8499	10518	14657
4423	1337	4155	3110
10286	11428	6717	12301
12702	14083	14742	13115
13029	12659	11940	14867
15004	14768	14851	15128
4629	9555	13608	12979
11034	2002	2508	7006
5218	8035	14277	10363
11126	11548	13977	9823
7033	9654	4933	5640
9370	13811	13825	12497
13658	11975	6001	13997
10350	14367	11386	14383
13603	15060	14520	15109
11741	10867	9778	14373
9422	5493	5561	3062
7186	5925	6248	10896
11857	5505	9994	7372
13095	11837	11908	3212
11402	10484	11248	12559
1208	9954	10767	14466
12809	15127	14549	14450
1799	6462	5047	10040
12697	15192	13141	14839
14609	14799	14835	10585
8970	5950	5866	1707
3766	6859	3943	2072
12220	9314	5897	8126
13836	10812	11815	10947
6584	13635	14439	13124
8924	9525	5260	3319
315	3037	2785	3601
9072	9535	4239	6532
12121	11159	5261	5128
2843	343	1480	1010
13418	15043	14776	14423
10972	9279	12883	11607
6330	4985	5749	4577
5029	2661	7464	3822
15389	14901	15221	14200
9631	7653	8868	8543
5366	2331	10620	11623
10349	7112	13033	6449
10168	10891	10655	4957
10355	10544	8869	7784
7607	5311	11034	3870
2631	7180	8768	1631
6643	11244	10247	7519
11313	1166	8262	3116
11986	1252	10440	2651
2947	1198	3186	1879
2771	3838	2212	1478
3911	1134	1911	2367
6693	3327	8662	11988
11100	11366	12135	11179
1079	752	7301	2427
12246	10366	13214	15029
7758	9658	10844	10464
5178	6676	12787	13275
11871	11123	2407	5534
15275	14593	15299	15330
15447	14374	13914	14877
7380	10677	10465	13706
9092	10003	13216	11349
10280	11976	14142	14671
7868	5672	7510	8416
15290	15062	14900	15202
9323	9317	14065	14791
9349	12768	6058	7807
3692	2591	3018	3454
8493	3819	9372	7783
12253	12484	10284	11660
9201	8846	5135	7252
12745	6280	7173	3164
3604	2327	6522	3437
9891	13361	11472	10555
5109	13619	8867	7682
984	3433	1602	11121
1614	9268	8194	8832
10473	8389	13363	13175
2538	8885	3023	12713
9564	8290	5576	9135
1620	4977	1760	10119
8929	6247	5963	3295
13522	11795	13135	14287
1467	4797	1311	10130
4120	11182	2462	13231
8148	5589	4857	8165
8089	11375	7829	12770
4426	8624	6357	12450
10407	9329	9460	8646
12806	12984	11609	14986
10065	4877	1739	11299
3263	9534	8424	5217
4673	5305	12734	11633
11713	13764	12212	14136
12082	9963	6715	8303
4239	8950	9304	11522
390	5535	3426	13220
13860	3816	12261	7732
4971	70	10513	11361
1546	3550	4502	6451
13788	13648	14053	10828
4699	8671	8104	6157
3868	7099	11320	8375
14385	11454	14178	9722
8457	9271	3650	10822
926	5308	2484	12822
14112	13808	2419	13845
8194	10182	3665	12013
6844	7092	13293	7399
10136	11883	6180	12609
10821	14726	12409	14446
2341	4006	541	12910
9431	10486	13275	10335
11629	12028	7637	13439
1634	4095	5144	5893
14770	8237	6605	6439
12653	10592	13365	11191
3592	7722	12933	12981
9153	12056	10044	14943
7647	6218	13748	8790
7560	10413	2601	11901
9840	8974	11985	8458
4554	5241	6436	5679
3574	4349	6321	12921
12123	12535	6489	7801
3770	3627	7945	3419
6806	11633	1026	12368
4268	10368	12038	10718
1063	2352	563	475
6336	3183	6197	3198
1393	4269	7562	2682
3271	4004	3190	3952
5803	4409	1635	8602
13642	12844	6156	12674
2243	906	11509	1203
11964	7528	7271	6404
5705	10461	4573	10231
8542	7148	7602	6702
8051	4179	13006	8520
5572	7492	955	5677
15381	15355	14404	15331
12402	12290	13779	14504
3306	4531	6921	5625
9672	6082	12649	10216
2931	9711	7519	11157
15181	15180	15259	13389
14681	14954	12041	14679
12641	14919	12513	13978
12569	14549	3057	14101
7122	6229	12490	9307
6952	11254	8640	5388
10226	3699	6292	5396
3052	11139	9850	7799
13743	14847	12854	13527
4481	6496	12754	9144
13244	5594	7420	3928
13875	13495	15143	9407
7884	14456	12460	8986
13407	9765	1478	10061
7194	5007	1541	114
8027	9038	12191	8536
15391	15252	15234	15376
5575	6044	9260	11483
12271	7905	7981	10995
3653	7049	3831	7366
3555	6200	1121	2347
10812	12806	13610	12977
8036	11066	6597	10569
874	3009	5565	155
9394	12199	11877	8856
6635	7159	11971	10955
15183	13805	12587	13603
7826	14132	14378	14774
10100	10480	6278	13299
1781	129	5357	5556
11041	2912	11991	11338
5249	10160	8934	9940
6087	10070	2123	10486
12551	12207	13030	11247
3708	14379	5757	8817
15257	14882	15023	14787
10785	3414	5737	15226
10363	10027	11140	11502
6961	10416	1682	7648
12133	10054	9115	11207
7585	517	8167	10338
11033	12638	7697	10287
2021	8291	9544	7592
503	5583	13228	7450
10524	12549	12152	11727
5193	3992	2446	8612
9415	8539	6579	14682
12015	13086	11740	9221
4387	8941	8084	6894
3515	9731	5588	9747
7497	457	3972	9553
7521	6305	3458	13998
10419	8856	12091	9468
4727	13212	4587	6565
11569	9628	13776	12454
7809	8786	8542	2945
15089	15044	12238	14257
6840	2251	13883	9856
5223	8741	9141	8387
3990	11515	3793	13278
6897	9155	7105	6320
2888	2755	1327	3356
3495	3394	4748	1112
1931	2846	2678	3710
3008	211	5263	5859
1269	2620	1404	5000
908	2884	302	3770
2526	5561	4700	11773
6216	1430	1084	4343
2547	2060	9081	5426
2150	2923	368	6543
10155	12987	6105	11676
5124	3397	2861	4394
4354	3507	3210	6258
956	659	1734	2410
5743	979	682	1148
3292	1703	956	4864
5034	6343	4713	2681
2940	4327	10697	11071
9229	9580	5971	9599
4778	8027	1028	12160
11392	13003	8221	11561
5805	10590	2973	5887
7045	9166	10047	9542
13881	13927	3780	14114
12164	8678	13484	12185
8023	11762	12467	10515
11073	11025	3788	5015
3007	8542	794	6753
7730	7134	6854	9989
6365	3935	6797	5298
6815	468	1533	6031
1153	3314	2667	8622
2284	10361	9471	10701
1558	1780	3077	5536
14286	15317	15192	15446
1637	2969	8697	4948
2248	5980	9768	9136
11040	13683	13331	14074
3550	6777	10068	4490
2129	1325	2612	3851
826	6541	9189	6369
10711	9159	9404	12011
11724	9275	4444	13756
1622	4163	7960	9041
6234	8601	13106	3730
10917	12919	14008	10985
2885	6806	10417	3599
13081	14513	14306	14273
10546	8014	12483	12739
5535	10468	14494	12673
3928	2306	2469	4681
1070	80	2447	2852
4913	2201	1119	4769
6151	5825	11639	8699
10861	8579	10019	13422
14420	13845	6524	14029
12346	8557	13865	12803
8517	11438	1937	11955
4928	3577	4747	8556
6037	7712	7190	5125
10740	4142	4272	5336
10752	11886	5659	10034
5777	4991	492	5205
4435	3667	2271	6226
10867	13050	2274	14246
14200	15032	7634	13133
13616	8650	13479	11143
10069	10482	11447	12477
7624	2470	2564	1931
1243	7187	4745	8448
10856	11900	14610	7581
15178	14658	14141	15291
10726	11938	14703	11629
3676	3745	1693	6174
11272	8080	14472	9954
3561	1545	5111	4415
8340	3534	1282	12287
1852	6087	10979	8693
5650	9117	5744	3824
8756	2889	12034	12198
14294	14516	12738	14833
3491	4528	218	5633
3273	9216	6101	6487
12188	5647	2683	4244
6809	13395	6790	13381
7722	11570	11039	8667
4285	4606	4112	8108
1259	2854	4185	7417
11637	11618	7186	7933
7798	2512	6479	2441
11774	13474	10505	15048
15364	14052	15445	13430
11338	9670	12638	14349
10903	5957	12680	7093
8329	11559	4999	8921
12353	12644	14649	14322
5346	10545	15293	11891
5459	6054	9949	2711
9805	12088	3228	8888
3595	2688	3361	5459
11407	1491	999	13143
9167	7732	14888	12597
5985	7984	2017	9880
8213	1104	11487	13091
8398	9913	4676	12848
5115	1383	11794	9990
10746	6100	5123	10990
8304	10631	4526	10805
6381	10617	8239	11624
11359	11109	7106	9263
5417	3136	3981	4930
5537	3654	6373	7004
10052	5547	4746	4612
11248	10626	11657	11787
3206	6665	11865	10081
6138	13332	5069	8450
7462	3904	13247	5954
8277	6952	4470	12929
4373	10046	9103	4791
15358	15128	14651	15117
9202	11573	12692	12152
15069	15052	8288	14766
12729	15262	9740	15471
5608	5313	10643	11451
10008	6790	10949	7362
5025	10399	5502	1244
6533	7565	2144	13187
9707	9840	12198	11997
9446	13590	12830	12174
2898	9327	3075	8746
13071	14819	12468	14462
14029	11767	7557	9595
14185	14384	13935	10685
6474	3678	11698	8668
13018	11569	11023	14092
3800	4342	3029	13307
7736	8787	13357	10549
5271	6796	10401	9025
13021	13820	14797	13995
14190	15199	14788	14469
1385	6860	11254	7842
7881	8559	12528	13759
3942	3629	1636	1236
4135	13393	14324	12043
7886	4413	11013	10742
14341	15322	13085	15016
3129	1495	706	2775
6560	2834	8313	7160
13806	12523	4300	14277
1049	241	8812	2310
6004	8211	8328	6282
3848	7141	5916	6217
11624	11669	8204	10600
11488	8860	4980	8695
7921	10161	9771	6784
2357	15242	14018	13927
13964	14237	14044	14424
15110	13239	9797	8884
9362	4473	8779	5839
7804	759	7611	10038
12413	6307	8516	8947
1922	4697	6485	1928
11680	10134	13203	6368
6737	8254	10633	7597
9468	4694	10548	1979
9469	4693	10549	1978
4410	6395	7587	9987
4411	6394	7588	9988
13909	12937	12875	13379
4359	5254	12670	12402
11171	8986	12941	9419
5341	2215	9598	7098
8588	12982	10384	9490
45	2282	59	729
9903	11803	7153	14829
6017	4068	13973	11280
14343	14673	13926	13619
2809	9507	8479	9718
1893	4636	4102	8043
10946	9217	9361	10455
11081	321	3680	11081
8975	4995	11725	5163
7220	8071	5746	13012
6432	4160	8515	3124
6277	972	3802	3583
11598	6065	13238	2916
2263	439	5330	585
6975	1368	6392	5246
11261	14844	15098	14625
11465	13208	14050	14392
2973	796	6189	6409
10118	14173	11882	13153
1380	474	1873	1898
3497	12373	12858	12995
11820	12476	11458	12068
5363	3860	14721	11026
14526	15248	10197	12888
13245	14567	13120	13571
14440	13153	15139	12466
1463	9669	3437	11164
12633	11293	4235	9862
12025	12270	11263	9406
2800	2050	6332	4594
14922	6215	8196	14457
13867	14701	13429	14184
10344	9732	4941	2159
5616	4464	4870	4994
7335	1756	11278	2493
9874	12841	11525	13988
13400	11787	9997	12040
15090	14800	15228	14637
14804	15165	14010	15398
11138	12045	12763	5729
6005	12701	12876	12527
1276	2946	1871	531
1429	30	4977	847
9335	9203	8448	8454
1654	103	2708	2523
3309	2362	10366	851
4929	2174	5095	923
11179	8173	13221	6580
3488	3787	4171	4372
2824	4875	10947	4077
4136	5930	2146	5626
1173	11533	2974	9256
11255	5869	8153	6933
11374	8923	673	3994
13754	7082	10794	5315
13952	12477	8789	13215
14948	13366	13829	14265
13172	9236	14153	8691
7536	4281	5490	3646
14061	14523	10111	14822
915	10419	4193	9223
6093	8121	3513	6594
9598	9056	2011	9346
98	2225	1759	1672
1580	5953	811	2380
9523	9675	8238	9803
137	1533	1604	1512
166	413	584	241
11720	10314	11537	7370
13764	11168	3835	11122
268	2398	1344	4260
7460	3439	1052	5545
3772	5467	2623	6668
1204	4557	1415	1985
4657	307	5342	1873
7074	4150	455	3758
450	3981	8601	3349
8405	1468	4506	7024
3469	749	178	387
1961	2010	1069	1331
11295	6969	6044	9918
10314	13298	5042	10918
14071	13263	5207	11552
12693	4060	891	11492
3244	11656	8371	10125
449	10622	9039	12645
9890	13221	10461	11362
3698	1434	1309	2820
13058	11922	4352	10960
5306	7657	9881	3031
5258	7576	13435	8933
4589	8945	8853	9864
3906	800	111	806
6045	5392	5804	1783
1196	7300	3644	8283
13519	4124	4146	3771
9128	13038	15401	14351
2030	13400	11035	9180
1616	377	223	148
3042	7249	4196	13036
13426	14138	12619	14789
1404	1061	3456	7661
1209	8355	5345	8308
5723	3444	7970	7151
5742	9691	8414	6986
13125	7064	4207	8980
4156	9753	3121	10071
6001	13669	10010	13295
3873	5976	8115	6365
12766	11753	9289	12384
2312	4089	2926	10953
8115	5014	6365	7072
8361	1599	1188	1805
440	763	458	2177
11543	7646	5629	3266
4625	3606	9660	2544
11824	13842	7433	11793
6813	7414	14268	9394
15394	14643	15371	15169
142	1380	923	225
419	2634	6594	3384
939	2316	1616	6423
12570	6552	10350	9233
187	1389	1151	2251
13312	13107	8811	12082
14859	14862	15357	15394
12154	12038	4764	7939
13584	15327	15188	13952
5027	5265	5267	886
6189	3960	554	1567
9338	7679	9329	10907
9945	11568	13957	12567
12557	3652	7721	2567
568	2612	713	1398
696	1542	406	785
10683	5009	4125	3391
3031	1377	1153	670
9667	6887	6775	2610
15440	15270	15437	15085
3528	7551	5974	2908
10507	6207	11180	1347
772	4868	264	229
1569	1684	1292	162
6512	8930	11348	12491
266	1767	699	552
2110	1359	662	982
682	2464	467	115
4510	2055	1561	268
6572	9597	4733	2066
5787	5066	1778	520
5277	5615	3838	6973
14732	9224	6005	11347
9758	7523	9988	6922
5416	11545	14077	14805
10875	11027	11640	11193
6947	3514	7092	6339
1136	1124	2816	2611
3050	2635	3648	1728
9391	723	3841	188
128	271	392	172
8801	5391	6016	4877
14308	13887	12775	14407
4269	3641	3161	2542
2793	5245	1894	4633
3803	4997	9040	3047
7102	13144	7486	10972
1115	1355	2555	2375
11329	8066	2559	5932
6253	9819	7706	6955
13186	10919	6740	10376
1332	428	1776	330
8415	4548	7564	3702
12289	13558	11416	10534
4915	12002	10146	7548
8610	7271	8954	9362
4161	6785	3496	3954
11995	12182	7817	12178
10723	8315	10812	10113
8309	7831	1256	6568
11567	11783	13528	11688
8449	12698	14559	14524
13108	14822	14255	14988
1362	213	1058	687
3149	2147	1073	4617
314	432	137	395
1855	480	440	4292
6405	12463	7653	13611
6358	2103	10035	5474
10981	7348	7140	14075
11395	14381	9751	14026
6462	9710	9244	11008
10044	11070	7715	7155
11112	7062	14745	10782
13250	13504	9755	13501
6824	7036	5655	6650
2871	2629	6305	2750
9712	7778	4252	3591
12997	9762	4308	13095
12647	6521	513	989
889	2716	738	1152
4613	7570	12588	6193
12061	13428	13841	14762
15274	10599	15133	9951
15222	10975	12157	9115
9151	5507	13170	4008
14011	14976	14382	14180
10296	5528	4072	3484
1317	3151	11367	9941
8160	6944	7231	6903
9893	5590	6417	7773
13985	9315	13070	10800
8751	11714	7060	15258
13611	14006	13262	14957
9118	9637	11798	13280
2529	2633	10913	7702
7306	11191	6081	9311
10046	4972	8604	7635
8050	12455	14167	8874
7079	10256	4690	9232
10908	5753	12668	10932
5023	10836	7682	9154
4787	12852	12579	13786
9240	14620	14804	13805
14870	12689	14666	13212
3985	14179	7952	9408
10884	11703	9798	9199
4300	6998	11340	9342
6669	7603	4183	3220
8525	13379	9754	13328
14080	8507	13023	7421
3084	12835	12004	10399
9899	11523	8337	5528
7889	9371	9647	8768
7773	6115	11104	3292
14013	12435	15277	8966
13756	12517	13560	14262
5586	4057	11070	1288
13116	15227	12270	14889
930	1311	8016	1019
6605	9598	12838	6959
6775	10771	4020	7044
11266	12823	6657	10522
8219	6972	6926	6445
7872	3806	2491	6200
9434	7592	8564	4202
12058	9426	8453	8128
15373	15339	15457	15314
4705	6053	4905	5148
13082	8482	11524	5445
8920	6734	8451	8570
5472	6794	10218	6425
3987	8250	8339	11903
7206	6778	11051	5871
12319	12079	7790	10429
4704	4038	7446	10165
885	3494	769	1399
9255	10012	12419	10583
13930	6752	6181	3671
188	2437	5105	81
61	26	13963	6752
9405	8266	7435	4373
10199	9774	12489	11996
6164	10143	14446	11964
9376	7293	7919	8876
6006	8905	8457	6265
12226	14094	10583	14895
6515	4379	6268	7041
13170	8252	4475	6323
7830	11890	10736	6327
2737	12999	12801	12070
6715	6963	10554	9043
4312	7530	10457	10438
6652	3012	4166	1330
9678	10648	9974	8742
5619	5171	7791	3762
3793	5900	9060	6819
9966	11711	10009	6237
8590	9255	10071	9680
2296	7326	3518	10177
2214	172	1411	4078
8666	8371	7470	5276
10706	2981	11943	3117
756	1548	46	410
3581	1259	1041	647
6935	633	1274	368
9022	5194	7063	6234
3733	5056	3949	2326
10388	11790	6770	7207
1903	4696	12234	7147
11400	1920	12193	10288
11491	12501	6296	11039
4573	7178	8071	7161
15388	14743	11722	14182
10055	8886	6503	8330
15367	14984	15081	15422
14121	4562	11666	10361
6293	6720	8399	5512
3360	1056	284	1008
14224	12231	7288	12873
12856	13854	12324	8780
14383	14529	11648	13310
7276	1607	8315	10595
10977	11258	9251	11097
8389	7945	5716	6289
4007	5913	7483	8658
4291	8029	13069	2898
4271	1809	5761	1439
11485	9326	6388	12484
4996	4257	5549	3495
2715	3220	13315	7744
8119	6597	6578	7486
5052	3243	4386	6472
4575	8808	5339	4401
11307	11333	5440	8932
13220	13027	6680	12114
13298	9674	12962	11072
5578	9301	2365	6208
15472	7258	6885	1988
14496	14906	13609	14604
14566	7816	9624	13364
4921	5258	3050	10939
8098	9695	5959	12720
6777	6761	9954	6785
14427	10664	14250	10744
5048	5100	3240	2566
6834	8864	11177	12294
737	2370	2991	1814
2622	4568	2481	2228
3850	6159	3039	5799
12924	13196	10012	10471
11759	12760	1964	11357
359	310	1685	3418
5977	13768	14267	9908
10690	12838	9567	10959
10895	8929	174	2740
2476	10021	8987	11135
7555	14759	14473	13099
13619	14365	15142	15162
1666	1493	12051	8059
12544	9612	1524	7579
1557	15473	6985	7753
13864	13844	14218	11915
11769	15331	13764	13184
12159	14570	11105	12648
8810	7383	2804	8054
3199	14579	15086	11805
4957	10246	5747	11887
722	2413	1407	759
115	3023	596	1154
11793	12111	10875	11085
9243	9131	853	4042
11175	12980	1223	9100
4279	8487	4022	9682
10904	1444	7511	6551
6044	2100	13637	2708
15175	13508	12600	8548
13778	7349	14391	10764
4506	11914	11875	9450
12638	10591	7685	8538
15124	15029	14826	14190
4178	647	985	866
1754	531	1929	2039
388	2024	345	161
5556	4495	3429	8608
9321	8263	10181	6484
9398	13769	8838	10412
6232	2307	494	2535
14597	5911	2302	438
13390	10701	11424	4621
8579	5219	8970	3421
7255	14064	4882	14216
12686	11858	14325	14740
3897	15034	15460	7163
4709	4335	176	9435
4618	4109	5259	4742
14664	15166	3279	14035
4298	11409	1562	5412
14768	13479	15069	13489
571	1110	1322	1889
8404	11649	4165	13202
5523	2257	2715	758
11110	14256	13079	13267
12658	14099	15025	15066
8723	12773	12788	12057
328	1146	4605	953
4085	5974	1445	2755
883	7231	3733	6075
11349	5064	2970	7725
12659	13162	10999	9519
2102	790	229	294
871	3535	1051	2119
11224	4020	3244	5639
10370	2426	3837	3519
13461	7936	3446	1625
6651	1121	4332	3377
1997	1789	888	1595
12529	6547	8164	6627
4044	8642	14428	8749
6486	8720	10023	4575
13281	7568	3238	10469
3753	6014	2932	6937
5128	38	4594	2962
699	2139	6562	2650
3247	1156	3024	10667
12549	14359	10480	12420
15431	15371	15263	15304
15453	15041	15462	15427
6362	10675	9168	11292
12843	10715	11569	6256
15419	15351	15303	15325
13092	11650	8018	4241
7986	8747	5528	1470
15107	14399	15424	14002
8467	4265	6906	10106
14905	14863	15121	10419
3301	1553	5432	925
13064	14554	13517	12985
13389	12082	15410	7264
14847	15025	15342	14385
745	2604	2952	768
11684	13464	6733	10535
14047	10319	5964	4812
1089	1639	8190	1570
12978	12405	13978	13826
296	6334	1368	4375
1510	425	1283	132
1419	6183	6820	1846
1694	2696	6736	1917
12563	14792	12650	11339
11689	14923	7701	14741
5864	7539	3422	3021
4503	11818	12581	13966
12075	12890	14883	14059
12724	10274	14036	10999
14046	14855	15338	15059
6261	5289	8063	7606
185	2498	1335	583
3170	3709	10973	12220
10091	13847	14069	14350
10918	5514	2423	2730
254	1248	160	683
1659	150	503	198
2649	1180	104	1265
11080	3512	4251	1830
5019	6367	9031	6843
7456	10848	10093	9957
5541	3889	5481	8291
1643	6867	12185	12611
5316	3051	99	1548
1413	8341	2284	6049
971	108	9325	177
9396	13965	11854	13887
14487	13919	14597	14012
11117	6480	11624	12289
13531	8511	3988	9345
5802	3954	11477	9551
12716	8303	7810	8436
4187	3218	7426	1369
3219	3441	11652	2776
13449	12360	15145	14042
1199	334	3942	5270
8912	6754	9386	12382
3885	6369	11310	12518
12874	7198	6071	11602
9172	3120	3002	9321
14854	6135	4216	9569
8979	6639	8864	7374
1388	2662	6523	1056
4283	6643	7099	5457
8589	324	1628	3474
8983	12968	15171	14452
10514	4033	6184	13704
4564	6775	13472	9458
12089	9442	5184	13657
13345	14262	13958	14125
10017	4944	3746	3967
256	1108	3818	602
11663	8677	10331	8062
3895	2339	5421	4298
1736	629	3647	1881
2041	1912	7988	3327
5133	7930	11702	8852
10475	6023	8976	3016
4752	9435	13476	4487
10227	2506	12828	3218
10780	7508	335	5818
11388	3841	11903	12004
6169	7625	3260	10769
2082	1034	2313	3962
1189	1590	4744	2487
7628	9897	12903	12511
4574	6442	6289	7214
4935	5701	1163	2993
9684	14151	14251	14738
10601	13157	15274	15001
13592	7219	11563	5280
14666	13999	15260	14025
14075	11986	14500	12002
5978	4804	6872	619
12983	12986	13109	10053
13239	13211	13207	12607
12238	8873	12699	10503
13805	14120	14444	14520
3802	6568	2366	4247
108	15	978	3448
8632	1738	2403	7540
11166	5570	11004	10178
8835	5740	2997	7231
5902	2665	6537	11501
3368	7586	2817	7907
1708	2102	7381	6707
9313	13230	7014	13420
5746	9589	6329	5520
14667	14326	14792	14616
7952	10933	10375	5425
1305	2016	1836	2332
8071	11245	13852	13765
14737	15307	11900	11448
14287	13329	14228	10927
6946	10141	4299	9225
2180	791	3778	60
13039	14129	13696	13073
6998	12327	9685	10481
8977	11666	13455	10076
1955	1779	5378	612
961	420	3253	2791
2951	7301	12964	7832
3798	9494	13035	10880
3637	10849	11516	8250
5244	8156	7841	7015
14431	13918	11608	15269
7511	12602	13236	10643
15163	14649	14823	12996
2576	1223	3384	3068
255	4123	5173	11141
2036	2927	4079	405
5524	9145	12311	11023
7768	9105	9785	7830
11864	5588	4757	4985
2342	1426	8979	2794
9614	6976	5494	5794
1240	10478	10293	9090
4823	4506	8064	8840
7991	2324	5427	2243
1490	311	9405	4842
3908	6026	11646	11588
1831	3139	466	1275
9456	9882	5138	10495
14367	13327	13416	13447
3446	10084	14033	13855
8468	5830	4609	6306
13703	8648	14574	13668
12709	13551	10231	7318
10300	9413	7330	4586
10096	9708	3594	14269
5835	11181	9566	11117
5099	8813	3979	4488
4082	1263	580	563
12970	10232	10180	6158
10556	10909	8477	13318
10519	12010	11048	9839
1854	9250	7341	11405
14707	10325	12209	11783
7866	3483	4738	5409
9603	9474	11119	11677
578	157	443	984
9428	12793	930	3527
12616	13136	7290	8462
3889	5846	9451	6434
4995	6351	6860	3877
415	735	2150	856
15059	14779	15281	14991
4095	8162	13098	12712
4294	2438	2566	2629
4529	13390	13943	13205
11926	14193	12683	14051
7305	7335	11697	7461
11837	11347	4788	11258
6607	10609	5888	5922
11781	10104	12938	10128
7771	7814	3772	12742
2053	2360	2965	2907
4889	512	434	731
4831	13168	9677	14021
10673	12548	12833	14590
4656	2042	2294	2297
9928	3842	13087	11102
14491	13649	12777	14311
6726	6949	2774	9214
1901	10803	5195	2445
7932	3757	3012	7991
6879	6771	7165	11282
6182	6842	8110	6775
513	677	802	10
90	247	417	461
362	1076	2106	347
9413	1834	7170	2763
7819	5785	608	3316
2458	4798	917	3839
12401	12378	6129	11731
12780	14493	11404	13309
7080	8236	3418	10029
14936	14762	12817	14751
14103	14623	15062	15101
2595	430	753	38
591	579	9749	718
5360	13603	13659	14365
12800	11718	13386	11433
7435	7562	11630	13580
5937	2117	3026	2400
8197	6975	6504	7049
4005	8072	8845	9481
9983	7176	5438	5697
10848	15298	15020	9955
10525	9153	8186	6871
4688	1825	1184	2594
5987	1578	2957	2317
1474	2300	1888	592
5519	11113	7735	10754
552	649	288	2509
10649	8831	12269	5830
15084	14898	13189	14670
2176	9141	6199	8729
2841	2058	4298	3111
4716	1567	9513	216
9909	10074	15203	9383
13498	10008	5081	4217
2502	2436	2095	1300
13133	11316	13863	9831
14910	12192	11859	11927
4668	6478	9796	7514
9296	7622	3034	7170
11468	6991	5285	3463
7091	9139	14643	8829
9502	4166	1777	4856
5112	6039	6152	4573
3857	6821	11935	5111
1553	7181	4801	5065
8660	4773	9553	2085
9904	6001	6288	9706
252	1145	14035	7743
14515	12296	5705	13226
12268	11269	11443	8578
3478	5220	2734	4593
11900	12143	5759	11051
10398	12157	12235	13963
3373	4638	7016	6159
12509	6814	11149	11679
344	1620	1660	2269
10823	13570	12920	14508
14249	11136	15160	13178
118	919	3046	3849
6140	9816	15115	8738
2302	6144	13804	3179
8540	1885	2041	699
8412	5472	2361	4330
4078	7567	3904	1772
1536	766	2489	906
1098	3346	8199	3405
5292	6831	6572	6331
10662	11719	10742	11009
5670	7769	2482	2930
12457	10572	7114	11983
8243	5490	6217	4736
10386	11306	12908	11255
8941	9538	12722	12737
10174	4778	2643	129
15065	9066	5137	11263
15334	15369	14700	15220
7116	7656	5735	11509
13480	9160	9674	10653
11956	10290	8058	10009
8221	10634	9702	10672
1343	2372	7616	4225
8536	3713	3038	852
13393	11562	14985	14094
4781	9308	13611	13160
12307	11246	15104	10353
12131	7050	12644	13929
13360	14577	15181	15207
4677	11441	1587	8552
7904	5744	5960	2191
9923	9646	9788	12697
14617	13934	14016	14497
15177	11036	9258	13174
72	580	1254	1902
2921	3424	10763	9758
15197	14217	12356	14809
13514	5097	10885	11963
13572	14194	14590	12427
7504	8251	4923	5656
15021	12796	13361	13837
3755	5782	7119	3446
2059	2359	1351	1769
6417	8041	13864	12308
7741	8131	1384	4525
5905	5148	5650	2693
9380	3290	4852	5823
15131	8847	12841	4564
7405	5449	6227	10710
9122	6737	12301	14887
6562	11647	13467	11575
9689	7750	11002	8106
4777	12361	9565	12006
9736	9076	9010	5420
2665	6005	6075	5105
7432	11211	8509	13846
10844	11744	12307	13303
7528	10931	2934	11846
5995	6787	11747	4407
10289	10284	6554	11328
2887	2433	1848	3120
9575	11675	12857	11886
2246	391	6753	3910
3568	5797	8721	6276
15078	15080	13453	14606
10377	10450	2545	13291
15429	14921	15417	15395
8892	10097	8743	7614
4176	11932	9134	6706
9881	8746	11660	9704
11022	11358	12126	13951
7350	9061	7756	8041
8165	8495	8957	4587
13477	12573	14953	14612
15139	14864	14398	13903
11357	11964	6845	8115
1460	3468	1373	3590
8203	3476	7030	9367
8183	5834	7897	7604
7822	9543	310	2967
9379	4465	9430	1940
6516	5853	13921	4981
14828	14653	8020	14403
8617	12394	8847	10856
10813	5808	13759	7846
9922	7751	1474	1495
2010	2895	1650	1281
1424	4459	1730	486
4760	3055	1830	427
11518	13547	14286	5130
10717	11607	13967	9652
2143	3422	5751	2227
13646	14322	13826	13108
12876	13355	14660	12599
4784	3907	11543	3934
10333	11873	12177	10350
14997	15378	15024	14271
2073	5574	6858	5797
11340	11877	12565	6207
11051	6494	4127	9521
5833	3923	4431	5754
6487	6381	2433	1687
2095	1551	2853	656
11069	9618	13523	8787
7907	9892	5901	7848
899	465	396	1683
6124	5692	10485	1867
7171	8644	12187	4794
6	900	2924	792
609	3454	13407	1452
5698	11386	12561	9403
6146	13656	10565	7696
10128	1690	3340	5122
1057	1805	1018	465
4182	4999	6427	2101
14405	13577	15298	13283
2917	9970	15117	13273
12700	13781	441	9708
13163	13304	10532	13401
1691	810	4249	1132
3314	4422	1948	2964
14084	14147	15242	15194
8599	14190	13761	12396
14417	13628	14092	12895
14858	14826	13678	14346
10459	7920	10290	3691
13595	5006	8532	7501
11421	9288	9307	3475
11204	9603	14179	13558
9740	13473	9089	10877
4016	4483	14582	2295
7489	9716	15009	10114
2959	82	2360	240
7577	11104	9449	14153
8733	4576	5005	6921
6170	9558	5467	6305
8170	8581	10504	8274
7421	11476	11701	12056
8447	12358	9644	11028
8189	7795	10877	8334
3644	6111	869	2754
8284	9829	6422	10162
2708	4670	5053	3860
8720	8247	2889	3956
7261	13131	10804	11720
