sample	type
TCGA.HC.A8D1.01	PRAD
TCGA.V1.A9ZK.01	PRAD
TCGA.HC.7231.01	PRAD
TCGA.VP.A875.01	PRAD
TCGA.EJ.5507.01	PRAD
TCGA.G9.6362.01	PRAD
TCGA.XK.AAJ3.01	PRAD
TCGA.EJ.A7NN.01	PRAD
TCGA.HC.8264.01	PRAD
TCGA.J9.A8CM.01	PRAD
TCGA.HC.7748.01	PRAD
TCGA.HC.8216.01	PRAD
TCGA.2A.A8VO.01	PRAD
TCGA.TP.A8TT.01	PRAD
TCGA.ZG.A9LB.01	PRAD
TCGA.KK.A8ID.01	PRAD
TCGA.G9.6499.01	PRAD
TCGA.EJ.7791.01	PRAD
TCGA.XK.AAJP.01	PRAD
TCGA.EJ.5509.01	PRAD
TCGA.KC.A4BV.01	PRAD
TCGA.VP.A876.01	PRAD
TCGA.YL.A8SR.01	PRAD
TCGA.G9.7522.01	PRAD
TCGA.EJ.5495.01	PRAD
TCGA.X4.A8KS.01	PRAD
TCGA.HC.7744.01	PRAD
TCGA.ZG.A9LU.01	PRAD
TCGA.EJ.A6RC.01	PRAD
TCGA.QU.A6IN.01	PRAD
TCGA.J4.A67Q.01	PRAD
TCGA.HC.8266.01	PRAD
TCGA.G9.A9S7.01	PRAD
TCGA.ZG.A9LY.01	PRAD
TCGA.M7.A721.01	PRAD
TCGA.HC.8259.01	PRAD
TCGA.EJ.7330.01	PRAD
TCGA.CH.5764.01	PRAD
TCGA.EJ.5506.01	PRAD
TCGA.EJ.A65F.01	PRAD
TCGA.H9.A6BX.01	PRAD
TCGA.CH.5739.01	PRAD
TCGA.EJ.A7NJ.01	PRAD
TCGA.HC.A6AO.01	PRAD
TCGA.G9.6384.01	PRAD
TCGA.HC.7213.01	PRAD
TCGA.J4.A67R.01	PRAD
TCGA.XJ.A9DK.01	PRAD
TCGA.CH.5762.01	PRAD
TCGA.HC.7232.01	PRAD
TCGA.KK.A8IA.01	PRAD
TCGA.YL.A9WH.01	PRAD
TCGA.QU.A6IO.01	PRAD
TCGA.HC.7081.01	PRAD
TCGA.HC.A9TH.01	PRAD
TCGA.HC.7209.01	PRAD
TCGA.2A.A8VL.01	PRAD
TCGA.ZG.A9L2.01	PRAD
TCGA.XK.AAIR.01	PRAD
TCGA.XQ.A8TA.01	PRAD
TCGA.2A.AAYO.01	PRAD
TCGA.EJ.7328.01	PRAD
TCGA.KK.A7B4.01	PRAD
TCGA.KK.A8IH.01	PRAD
TCGA.EJ.A46F.01	PRAD
TCGA.KK.A7B0.01	PRAD
TCGA.EJ.A65E.01	PRAD
TCGA.YL.A8SQ.01	PRAD
TCGA.V1.A8MM.01	PRAD
TCGA.CH.5752.01	PRAD
TCGA.EJ.5516.01	PRAD
TCGA.J9.A8CN.01	PRAD
TCGA.V1.A9ZG.01	PRAD
TCGA.J4.A6G1.01	PRAD
TCGA.V1.A9OQ.01	PRAD
TCGA.CH.5753.01	PRAD
TCGA.TP.A8TV.01	PRAD
TCGA.CH.5740.01	PRAD
TCGA.G9.6332.01	PRAD
TCGA.EJ.7123.01	PRAD
TCGA.XQ.A8TB.01	PRAD
TCGA.V1.A9OL.01	PRAD
TCGA.EJ.7318.01	PRAD
TCGA.V1.A9O5.06	PRAD
TCGA.CH.5794.01	PRAD
TCGA.J4.AATZ.01	PRAD
TCGA.ZG.A8QZ.01	PRAD
TCGA.KC.A4BR.01	PRAD
TCGA.M7.A722.01	PRAD
TCGA.EJ.7793.01	PRAD
TCGA.G9.6369.01	PRAD
TCGA.2A.A8W3.01	PRAD
TCGA.HC.7233.01	PRAD
TCGA.HC.A6AN.01	PRAD
TCGA.G9.6343.01	PRAD
TCGA.EJ.A8FS.01	PRAD
TCGA.V1.A8ML.01	PRAD
TCGA.J4.A67T.01	PRAD
TCGA.ZG.A9LZ.01	PRAD
TCGA.KK.A8IG.01	PRAD
TCGA.V1.A9OH.01	PRAD
TCGA.KK.A8IB.01	PRAD
TCGA.EJ.A8FN.01	PRAD
TCGA.G9.6370.01	PRAD
TCGA.EJ.7312.01	PRAD
TCGA.VN.A88M.01	PRAD
TCGA.G9.6342.01	PRAD
TCGA.V1.A9ZI.01	PRAD
TCGA.EJ.AB20.01	PRAD
TCGA.KK.A6E7.01	PRAD
TCGA.HC.7745.01	PRAD
TCGA.KK.A8I5.01	PRAD
TCGA.KK.A6E1.01	PRAD
TCGA.ZG.A9LM.01	PRAD
TCGA.G9.7519.01	PRAD
TCGA.HC.7752.01	PRAD
TCGA.Y6.A8TL.01	PRAD
TCGA.EJ.AB27.01	PRAD
TCGA.HC.7817.01	PRAD
TCGA.YL.A8SB.01	PRAD
TCGA.V1.A8MU.01	PRAD
TCGA.FC.A66V.01	PRAD
TCGA.V1.A9O9.01	PRAD
TCGA.EJ.5517.01	PRAD
TCGA.XK.AAIW.01	PRAD
TCGA.FC.7961.01	PRAD
TCGA.EJ.A7NG.01	PRAD
TCGA.V1.A9ZR.01	PRAD
TCGA.J9.A8CL.01	PRAD
TCGA.FC.A8O0.01	PRAD
TCGA.KK.A6E4.01	PRAD
TCGA.H9.7775.01	PRAD
TCGA.EJ.5525.01	PRAD
TCGA.KK.A8I4.01	PRAD
TCGA.QU.A6IM.01	PRAD
TCGA.XK.AAJA.01	PRAD
TCGA.CH.5769.01	PRAD
TCGA.KK.A7B3.01	PRAD
TCGA.KK.A7B2.01	PRAD
TCGA.J4.A67L.01	PRAD
TCGA.H9.A6BY.01	PRAD
TCGA.CH.5767.01	PRAD
TCGA.V1.A9Z7.01	PRAD
TCGA.V1.A8MG.01	PRAD
TCGA.J4.8200.01	PRAD
TCGA.XJ.A83G.01	PRAD
TCGA.EJ.A65B.01	PRAD
TCGA.ZG.A9MC.01	PRAD
TCGA.EJ.5499.01	PRAD
TCGA.EJ.5532.01	PRAD
TCGA.G9.6366.01	PRAD
TCGA.EJ.7788.01	PRAD
TCGA.G9.6333.01	PRAD
TCGA.KK.A8IK.01	PRAD
TCGA.G9.6496.01	PRAD
TCGA.KK.A7AW.01	PRAD
TCGA.EJ.A46G.01	PRAD
TCGA.V1.A9Z8.01	PRAD
TCGA.V1.A8X3.01	PRAD
TCGA.2A.AAYF.01	PRAD
TCGA.VP.A87K.01	PRAD
TCGA.ZG.A9NI.01	PRAD
TCGA.CH.5751.01	PRAD
TCGA.HC.A632.01	PRAD
TCGA.VN.A88O.01	PRAD
TCGA.CH.5768.01	PRAD
TCGA.XJ.A83H.01	PRAD
TCGA.KK.A7AY.01	PRAD
TCGA.J4.A6M7.01	PRAD
TCGA.G9.6378.01	PRAD
TCGA.4L.AA1F.01	PRAD
TCGA.J4.A83N.01	PRAD
TCGA.G9.6339.01	PRAD
TCGA.CH.5789.01	PRAD
TCGA.G9.6373.01	PRAD
TCGA.J4.A67O.01	PRAD
TCGA.G9.6377.01	PRAD
TCGA.EJ.7325.01	PRAD
TCGA.CH.5792.01	PRAD
TCGA.HC.7750.01	PRAD
TCGA.G9.6351.01	PRAD
TCGA.J4.AATV.01	PRAD
TCGA.VP.AA1N.01	PRAD
TCGA.HC.8260.01	PRAD
TCGA.KK.A8IJ.01	PRAD
TCGA.ZG.A9L9.01	PRAD
TCGA.M7.A724.01	PRAD
TCGA.CH.5771.01	PRAD
TCGA.VN.A88N.01	PRAD
TCGA.HC.7212.01	PRAD
TCGA.EJ.5496.01	PRAD
TCGA.KK.A6E5.01	PRAD
TCGA.EJ.A8FO.01	PRAD
TCGA.VP.A87D.01	PRAD
TCGA.HC.7230.01	PRAD
TCGA.EJ.A7NH.01	PRAD
TCGA.ZG.A9L5.01	PRAD
TCGA.2A.A8VX.01	PRAD
TCGA.HC.7818.01	PRAD
TCGA.G9.6364.01	PRAD
TCGA.CH.5772.01	PRAD
TCGA.J4.A83J.01	PRAD
TCGA.CH.5748.01	PRAD
TCGA.EJ.A7NM.01	PRAD
TCGA.FC.A5OB.01	PRAD
TCGA.J4.A67M.01	PRAD
TCGA.CH.5788.01	PRAD
TCGA.G9.6353.01	PRAD
TCGA.HC.A631.01	PRAD
TCGA.KK.A59V.01	PRAD
TCGA.J4.A67K.01	PRAD
TCGA.CH.5761.01	PRAD
TCGA.YL.A8S9.01	PRAD
TCGA.YL.A8SP.01	PRAD
TCGA.J4.A6G3.01	PRAD
TCGA.EJ.A7NF.01	PRAD
TCGA.V1.A8MK.01	PRAD
TCGA.J9.A8CK.01	PRAD
TCGA.KK.A7AV.01	PRAD
TCGA.YL.A9WJ.01	PRAD
TCGA.XJ.A9DI.01	PRAD
TCGA.EJ.7785.01	PRAD
TCGA.VN.A88R.01	PRAD
TCGA.HC.8213.01	PRAD
DTB.002	IAC
DTB.003	Exclude
DTB.004	Adeno
DTB.005	Adeno
DTB.008	Small Cell
DTB.009	Exclude
DTB.010Pro	Exclude
DTB.011	IAC
DTB.018	Exclude
DTB.018Pro	Exclude
DTB.020	Exclude
DTB.022	Adeno
DTB.023	Adeno
DTB.024Pro	Exclude
DTB.024Pro2	Exclude
DTB.030	IAC
DTB.031	Adeno
DTB.032	Small Cell
DTB.034	IAC
DTB.035	Adeno
DTB.036	Small Cell
DTB.038	Adeno
DTB.040	Exclude
DTB.046	Adeno
DTB.049	Exclude
DTB.053	Adeno
DTB.055Pro	Exclude
DTB.059	Exclude
DTB.060	Exclude
DTB.061	IAC
DTB.063	Adeno
DTB.063Pro	Adeno
DTB.064	Adeno
DTB.065	IAC
DTB.067Pro	IAC
DTB.069	Small Cell
DTB.071	IAC
DTB.073	Adeno
DTB.073Pro	Exclude
DTB.080	IAC
DTB.080Pro	Exclude
DTB.083	Exclude
DTB.085	IAC
DTB.089	Adeno
DTB.089Pro	Adeno
DTB.095	Adeno
DTB.097	Adeno
DTB.097Pro	Exclude
DTB.102	IAC
DTB.110	Small Cell
DTB.111Pro	Exclude
DTB.118	Adeno
DTB.120	Exclude
DTB.121	Adeno
DTB.124	Adeno
DTB.131	Adeno
DTB.132	Adeno
DTB.156	Small Cell
LNCAP.batch1	LNCAP
LNCAP.batch2	LNCAP
LNCAP.batch3	LNCAP
LNCAP.batch4	LNCAP
LNCAP.batch5	LNCAP
LNCAP.batch6	LNCAP
LNCAP.batch7	LNCAP
NHPE1	NHPE
NHPE2	NHPE
NHPE3	NHPE
PARCB1	PARCB
PARCB2	PARCB
PARCB3	PARCB
PARCB5	PARCB
PARCB6	PARCB
PARCB8	PARCB
NHBE1	NHBE
NHBE3	NHBE
NHBE4	NHBE
YF3	PARCB_lung
YF6	PARCB_lung
NCIH524	SCLC
NCIH1963	SCLC
NCIH2227	SCLC
NCIH2171	SCLC
NCIH1436	SCLC
H660	NEPC
EF1	NEPC
TCGA.02.0047.01	GBM
TCGA.02.0055.01	GBM
TCGA.02.2483.01	GBM
TCGA.02.2485.01	GBM
TCGA.04.1348.01	OV
TCGA.04.1357.01	OV
TCGA.04.1362.01	OV
TCGA.04.1364.01	OV
TCGA.04.1365.01	OV
TCGA.04.1514.01	OV
TCGA.04.1519.01	OV
TCGA.05.4244.01	LUAD
TCGA.05.4250.01	LUAD
TCGA.05.4382.01	LUAD
TCGA.05.4384.01	LUAD
TCGA.05.4389.01	LUAD
TCGA.05.4390.01	LUAD
TCGA.05.4395.01	LUAD
TCGA.05.4396.01	LUAD
TCGA.05.4397.01	LUAD
TCGA.05.4398.01	LUAD
TCGA.05.4402.01	LUAD
TCGA.05.4403.01	LUAD
TCGA.05.4405.01	LUAD
TCGA.05.4410.01	LUAD
TCGA.05.4415.01	LUAD
TCGA.05.4417.01	LUAD
TCGA.05.4418.01	LUAD
TCGA.05.4420.01	LUAD
TCGA.05.4422.01	LUAD
TCGA.05.4424.01	LUAD
TCGA.05.4425.01	LUAD
TCGA.05.4426.01	LUAD
TCGA.05.4427.01	LUAD
TCGA.05.4430.01	LUAD
TCGA.05.4432.01	LUAD
TCGA.05.4433.01	LUAD
TCGA.05.4434.01	LUAD
TCGA.05.5420.01	LUAD
TCGA.05.5423.01	LUAD
TCGA.05.5425.01	LUAD
TCGA.05.5428.01	LUAD
TCGA.05.5429.01	LUAD
TCGA.05.5715.01	LUAD
TCGA.06.0125.01	GBM
TCGA.06.0125.02	GBM
TCGA.06.0129.01	GBM
TCGA.06.0130.01	GBM
TCGA.06.0132.01	GBM
TCGA.06.0138.01	GBM
TCGA.06.0141.01	GBM
TCGA.06.0152.01	GBM
TCGA.06.0152.02	GBM
TCGA.06.0156.01	GBM
TCGA.06.0157.01	GBM
TCGA.06.0158.01	GBM
TCGA.06.0168.01	GBM
TCGA.06.0171.01	GBM
TCGA.06.0171.02	GBM
TCGA.06.0174.01	GBM
TCGA.06.0178.01	GBM
TCGA.06.0184.01	GBM
TCGA.06.0187.01	GBM
TCGA.06.0190.01	GBM
TCGA.06.0190.02	GBM
TCGA.06.0210.01	GBM
TCGA.06.0210.02	GBM
TCGA.06.0211.01	GBM
TCGA.06.0211.02	GBM
TCGA.06.0219.01	GBM
TCGA.06.0221.01	GBM
TCGA.06.0221.02	GBM
TCGA.06.0238.01	GBM
TCGA.06.0644.01	GBM
TCGA.06.0645.01	GBM
TCGA.06.0646.01	GBM
TCGA.06.0649.01	GBM
TCGA.06.0650.01	GBM
TCGA.06.0686.01	GBM
TCGA.06.0743.01	GBM
TCGA.06.0744.01	GBM
TCGA.06.0745.01	GBM
TCGA.06.0747.01	GBM
TCGA.06.0749.01	GBM
TCGA.06.0750.01	GBM
TCGA.06.0878.01	GBM
TCGA.06.0882.01	GBM
TCGA.06.1804.01	GBM
TCGA.06.1806.01	GBM
TCGA.06.2557.01	GBM
TCGA.06.2558.01	GBM
TCGA.06.2559.01	GBM
TCGA.06.2561.01	GBM
TCGA.06.2562.01	GBM
TCGA.06.2563.01	GBM
TCGA.06.2564.01	GBM
TCGA.06.2565.01	GBM
TCGA.06.2567.01	GBM
TCGA.06.2569.01	GBM
TCGA.06.2570.01	GBM
TCGA.06.5408.01	GBM
TCGA.06.5410.01	GBM
TCGA.06.5411.01	GBM
TCGA.06.5412.01	GBM
TCGA.06.5413.01	GBM
TCGA.06.5414.01	GBM
TCGA.06.5415.01	GBM
TCGA.06.5416.01	GBM
TCGA.06.5417.01	GBM
TCGA.06.5418.01	GBM
TCGA.06.5856.01	GBM
TCGA.06.5858.01	GBM
TCGA.06.5859.01	GBM
TCGA.06.6388.01	GBM
TCGA.06.6389.01	GBM
TCGA.06.6390.01	GBM
TCGA.06.6391.01	GBM
TCGA.06.6693.01	GBM
TCGA.06.6694.01	GBM
TCGA.06.6695.01	GBM
TCGA.06.6697.01	GBM
TCGA.06.6698.01	GBM
TCGA.06.6699.01	GBM
TCGA.06.6700.01	GBM
TCGA.06.6701.01	GBM
TCGA.06.A5U0.01	GBM
TCGA.06.A5U1.01	GBM
TCGA.06.A6S0.01	GBM
TCGA.06.A6S1.01	GBM
TCGA.06.A7TK.01	GBM
TCGA.06.A7TL.01	GBM
TCGA.08.0386.01	GBM
TCGA.09.0364.01	OV
TCGA.09.0366.01	OV
TCGA.09.0367.01	OV
TCGA.09.0369.01	OV
TCGA.09.1659.01	OV
TCGA.09.1662.01	OV
TCGA.09.1666.01	OV
TCGA.09.1667.01	OV
TCGA.09.1668.01	OV
TCGA.09.1669.01	OV
TCGA.09.1670.01	OV
TCGA.09.1673.01	OV
TCGA.09.1674.01	OV
TCGA.09.2044.01	OV
TCGA.09.2045.01	OV
TCGA.09.2048.01	OV
TCGA.09.2051.01	OV
TCGA.09.2054.01	OV
TCGA.09.2056.01	OV
TCGA.10.0928.01	OV
TCGA.10.0936.01	OV
TCGA.12.0616.01	GBM
TCGA.12.0618.01	GBM
TCGA.12.0619.01	GBM
TCGA.12.0821.01	GBM
TCGA.12.1597.01	GBM
TCGA.12.3650.01	GBM
TCGA.12.3652.01	GBM
TCGA.12.3653.01	GBM
TCGA.12.5295.01	GBM
TCGA.12.5299.01	GBM
TCGA.12.5301.01	GBM
TCGA.13.0730.01	OV
TCGA.13.0799.01	OV
TCGA.13.0800.01	OV
TCGA.13.0801.01	OV
TCGA.13.0890.01	OV
TCGA.13.0893.01	OV
TCGA.13.0897.01	OV
TCGA.13.0899.01	OV
TCGA.13.0916.01	OV
TCGA.13.0920.01	OV
TCGA.13.0924.01	OV
TCGA.13.1403.01	OV
TCGA.13.1405.01	OV
TCGA.13.1410.01	OV
TCGA.13.1411.01	OV
TCGA.13.1481.01	OV
TCGA.13.1489.02	OV
TCGA.13.1497.01	OV
TCGA.13.1498.01	OV
TCGA.13.1505.01	OV
TCGA.13.1506.01	OV
TCGA.13.1507.01	OV
TCGA.13.1511.01	OV
TCGA.13.1512.01	OV
TCGA.13.2060.01	OV
TCGA.13.A5FT.01	OV
TCGA.13.A5FU.01	OV
TCGA.14.0736.01	GBM
TCGA.14.0736.02	GBM
TCGA.14.0740.01	GBM
TCGA.14.0781.01	GBM
TCGA.14.0787.01	GBM
TCGA.14.0789.01	GBM
TCGA.14.0790.01	GBM
TCGA.14.0817.01	GBM
TCGA.14.0862.01	GBM
TCGA.14.0871.01	GBM
TCGA.14.1034.01	GBM
TCGA.14.1034.02	GBM
TCGA.14.1043.01	GBM
TCGA.14.1395.01	GBM
TCGA.14.1402.01	GBM
TCGA.14.1402.02	GBM
TCGA.14.1450.01	GBM
TCGA.14.1823.01	GBM
TCGA.14.1825.01	GBM
TCGA.14.1829.01	GBM
TCGA.14.2554.01	GBM
TCGA.15.0742.01	GBM
TCGA.15.1444.01	GBM
TCGA.16.0846.01	GBM
TCGA.16.1045.01	GBM
TCGA.18.3407.01	LUSC
TCGA.18.3408.01	LUSC
TCGA.18.3409.01	LUSC
TCGA.18.3410.01	LUSC
TCGA.18.3411.01	LUSC
TCGA.18.3412.01	LUSC
TCGA.18.3414.01	LUSC
TCGA.18.3415.01	LUSC
TCGA.18.3416.01	LUSC
TCGA.18.3417.01	LUSC
TCGA.18.3419.01	LUSC
TCGA.18.3421.01	LUSC
TCGA.18.4083.01	LUSC
TCGA.18.4086.01	LUSC
TCGA.18.4721.01	LUSC
TCGA.18.5592.01	LUSC
TCGA.18.5595.01	LUSC
TCGA.19.0957.01	GBM
TCGA.19.0957.02	GBM
TCGA.19.1389.01	GBM
TCGA.19.1389.02	GBM
TCGA.19.1390.01	GBM
TCGA.19.1787.01	GBM
TCGA.19.2619.01	GBM
TCGA.19.2620.01	GBM
TCGA.19.2624.01	GBM
TCGA.19.2625.01	GBM
TCGA.19.2629.01	GBM
TCGA.19.4065.01	GBM
TCGA.19.4065.02	GBM
TCGA.19.5947.01	GBM
TCGA.19.5950.01	GBM
TCGA.19.5951.01	GBM
TCGA.19.5952.01	GBM
TCGA.19.5953.01	GBM
TCGA.19.5954.01	GBM
TCGA.19.5955.01	GBM
TCGA.19.5956.01	GBM
TCGA.19.5958.01	GBM
TCGA.19.5959.01	GBM
TCGA.19.5960.01	GBM
TCGA.19.A60I.01	GBM
TCGA.19.A6J4.01	GBM
TCGA.19.A6J5.01	GBM
TCGA.20.1682.01	OV
TCGA.20.1683.01	OV
TCGA.20.1684.01	OV
TCGA.20.1685.01	OV
TCGA.20.1687.01	OV
TCGA.21.1070.01	LUSC
TCGA.21.1071.01	LUSC
TCGA.21.1072.01	LUSC
TCGA.21.1075.01	LUSC
TCGA.21.1076.01	LUSC
TCGA.21.1077.01	LUSC
TCGA.21.1078.01	LUSC
TCGA.21.1079.01	LUSC
TCGA.21.1080.01	LUSC
TCGA.21.1081.01	LUSC
TCGA.21.1082.01	LUSC
TCGA.21.1083.01	LUSC
TCGA.21.5782.01	LUSC
TCGA.21.5783.01	LUSC
TCGA.21.5784.01	LUSC
TCGA.21.5786.01	LUSC
TCGA.21.5787.01	LUSC
TCGA.21.A5DI.01	LUSC
TCGA.22.0940.01	LUSC
TCGA.22.0944.01	LUSC
TCGA.22.1000.01	LUSC
TCGA.22.1002.01	LUSC
TCGA.22.1005.01	LUSC
TCGA.22.1011.01	LUSC
TCGA.22.1012.01	LUSC
TCGA.22.1016.01	LUSC
TCGA.22.1017.01	LUSC
TCGA.22.4591.01	LUSC
TCGA.22.4593.01	LUSC
TCGA.22.4594.01	LUSC
TCGA.22.4595.01	LUSC
TCGA.22.4596.01	LUSC
TCGA.22.4599.01	LUSC
TCGA.22.4601.01	LUSC
TCGA.22.4604.01	LUSC
TCGA.22.4605.01	LUSC
TCGA.22.4607.01	LUSC
TCGA.22.4609.01	LUSC
TCGA.22.4613.01	LUSC
TCGA.22.5471.01	LUSC
TCGA.22.5472.01	LUSC
TCGA.22.5473.01	LUSC
TCGA.22.5474.01	LUSC
TCGA.22.5477.01	LUSC
TCGA.22.5478.01	LUSC
TCGA.22.5479.01	LUSC
TCGA.22.5480.01	LUSC
TCGA.22.5481.01	LUSC
TCGA.22.5482.01	LUSC
TCGA.22.5483.01	LUSC
TCGA.22.5485.01	LUSC
TCGA.22.5489.01	LUSC
TCGA.22.5491.01	LUSC
TCGA.22.5492.01	LUSC
TCGA.22.A5C4.01	LUSC
TCGA.23.1023.01	OV
TCGA.23.1026.01	OV
TCGA.23.1027.01	OV
TCGA.23.1029.01	OV
TCGA.23.1109.01	OV
TCGA.23.1111.01	OV
TCGA.23.1114.01	OV
TCGA.23.1120.01	OV
TCGA.23.1122.01	OV
TCGA.23.1123.01	OV
TCGA.23.1809.01	OV
TCGA.23.2077.01	OV
TCGA.23.2078.01	OV
TCGA.23.2081.01	OV
TCGA.23.2084.01	OV
TCGA.24.0975.01	OV
TCGA.24.1103.01	OV
TCGA.24.1413.01	OV
TCGA.24.1416.01	OV
TCGA.24.1417.01	OV
TCGA.24.1418.01	OV
TCGA.24.1419.01	OV
TCGA.24.1423.01	OV
TCGA.24.1424.01	OV
TCGA.24.1425.01	OV
TCGA.24.1427.01	OV
TCGA.24.1428.01	OV
TCGA.24.1430.01	OV
TCGA.24.1434.01	OV
TCGA.24.1435.01	OV
TCGA.24.1436.01	OV
TCGA.24.1463.01	OV
TCGA.24.1467.01	OV
TCGA.24.1469.01	OV
TCGA.24.1474.01	OV
TCGA.24.1544.01	OV
TCGA.24.1545.01	OV
TCGA.24.1546.01	OV
TCGA.24.1548.01	OV
TCGA.24.1549.01	OV
TCGA.24.1550.01	OV
TCGA.24.1551.01	OV
TCGA.24.1552.01	OV
TCGA.24.1553.01	OV
TCGA.24.1555.01	OV
TCGA.24.1556.01	OV
TCGA.24.1557.01	OV
TCGA.24.1558.01	OV
TCGA.24.1560.01	OV
TCGA.24.1562.01	OV
TCGA.24.1563.01	OV
TCGA.24.1564.01	OV
TCGA.24.1567.01	OV
TCGA.24.1603.01	OV
TCGA.24.1604.01	OV
TCGA.24.1616.01	OV
TCGA.24.1842.01	OV
TCGA.24.1843.01	OV
TCGA.24.1844.01	OV
TCGA.24.1846.01	OV
TCGA.24.1849.01	OV
TCGA.24.1850.01	OV
TCGA.24.1924.01	OV
TCGA.24.1928.01	OV
TCGA.24.1930.01	OV
TCGA.24.2019.01	OV
TCGA.24.2020.01	OV
TCGA.24.2023.01	OV
TCGA.24.2024.01	OV
TCGA.24.2026.01	OV
TCGA.24.2027.01	OV
TCGA.24.2033.01	OV
TCGA.24.2035.01	OV
TCGA.24.2036.01	OV
TCGA.24.2038.01	OV
TCGA.24.2254.01	OV
TCGA.24.2261.01	OV
TCGA.24.2262.01	OV
TCGA.24.2267.01	OV
TCGA.24.2271.01	OV
TCGA.24.2281.01	OV
TCGA.24.2288.01	OV
TCGA.24.2289.01	OV
TCGA.24.2290.01	OV
TCGA.24.2293.01	OV
TCGA.24.2297.01	OV
TCGA.24.2298.01	OV
TCGA.25.1312.01	OV
TCGA.25.1313.01	OV
TCGA.25.1314.01	OV
TCGA.25.1315.01	OV
TCGA.25.1316.01	OV
TCGA.25.1317.01	OV
TCGA.25.1318.01	OV
TCGA.25.1319.01	OV
TCGA.25.1320.01	OV
TCGA.25.1321.01	OV
TCGA.25.1322.01	OV
TCGA.25.1323.01	OV
TCGA.25.1324.01	OV
TCGA.25.1326.01	OV
TCGA.25.1328.01	OV
TCGA.25.1329.01	OV
TCGA.25.1623.01	OV
TCGA.25.1625.01	OV
TCGA.25.1626.01	OV
TCGA.25.1627.01	OV
TCGA.25.1628.01	OV
TCGA.25.1630.01	OV
TCGA.25.1631.01	OV
TCGA.25.1632.01	OV
TCGA.25.1633.01	OV
TCGA.25.1634.01	OV
TCGA.25.1635.01	OV
TCGA.25.1870.01	OV
TCGA.25.1871.01	OV
TCGA.25.2042.01	OV
TCGA.25.2391.01	OV
TCGA.25.2392.01	OV
TCGA.25.2393.01	OV
TCGA.25.2396.01	OV
TCGA.25.2397.01	OV
TCGA.25.2398.01	OV
TCGA.25.2399.01	OV
TCGA.25.2400.01	OV
TCGA.25.2401.01	OV
TCGA.25.2404.01	OV
TCGA.25.2409.01	OV
TCGA.26.1442.01	GBM
TCGA.26.5132.01	GBM
TCGA.26.5133.01	GBM
TCGA.26.5134.01	GBM
TCGA.26.5135.01	GBM
TCGA.26.5136.01	GBM
TCGA.26.5139.01	GBM
TCGA.26.6173.01	GBM
TCGA.26.6174.01	GBM
TCGA.26.A7UX.01	GBM
TCGA.27.1830.01	GBM
TCGA.27.1831.01	GBM
TCGA.27.1832.01	GBM
TCGA.27.1834.01	GBM
TCGA.27.1835.01	GBM
TCGA.27.1837.01	GBM
TCGA.27.2519.01	GBM
TCGA.27.2521.01	GBM
TCGA.27.2523.01	GBM
TCGA.27.2524.01	GBM
TCGA.27.2526.01	GBM
TCGA.27.2528.01	GBM
TCGA.28.1747.01	GBM
TCGA.28.1753.01	GBM
TCGA.28.2499.01	GBM
TCGA.28.2501.01	GBM
TCGA.28.2509.01	GBM
TCGA.28.2510.01	GBM
TCGA.28.2513.01	GBM
TCGA.28.2514.01	GBM
TCGA.28.5204.01	GBM
TCGA.28.5207.01	GBM
TCGA.28.5208.01	GBM
TCGA.28.5209.01	GBM
TCGA.28.5211.01	GBM
TCGA.28.5213.01	GBM
TCGA.28.5214.01	GBM
TCGA.28.5215.01	GBM
TCGA.28.5216.01	GBM
TCGA.28.5218.01	GBM
TCGA.28.5219.01	GBM
TCGA.28.5220.01	GBM
TCGA.28.6450.01	GBM
TCGA.29.1688.01	OV
TCGA.29.1690.01	OV
TCGA.29.1691.01	OV
TCGA.29.1693.01	OV
TCGA.29.1694.01	OV
TCGA.29.1695.01	OV
TCGA.29.1696.01	OV
TCGA.29.1697.01	OV
TCGA.29.1698.01	OV
TCGA.29.1699.01	OV
TCGA.29.1701.01	OV
TCGA.29.1702.01	OV
TCGA.29.1703.01	OV
TCGA.29.1705.01	OV
TCGA.29.1710.01	OV
TCGA.29.1711.01	OV
TCGA.29.1761.01	OV
TCGA.29.1762.01	OV
TCGA.29.1763.01	OV
TCGA.29.1770.01	OV
TCGA.29.1770.02	OV
TCGA.29.1776.01	OV
TCGA.29.1778.01	OV
TCGA.29.1781.01	OV
TCGA.29.1783.01	OV
TCGA.29.1784.01	OV
TCGA.29.1785.01	OV
TCGA.29.2414.01	OV
TCGA.29.2414.02	OV
TCGA.29.2425.01	OV
TCGA.29.2427.01	OV
TCGA.29.2428.01	OV
TCGA.29.A5NZ.01	OV
TCGA.2A.A8VL.01	PRAD
TCGA.2A.A8VO.01	PRAD
TCGA.2A.A8VT.01	PRAD
TCGA.2A.A8VV.01	PRAD
TCGA.2A.A8VX.01	PRAD
TCGA.2A.A8W1.01	PRAD
TCGA.2A.A8W3.01	PRAD
TCGA.2A.AAYF.01	PRAD
TCGA.2A.AAYO.01	PRAD
TCGA.2A.AAYU.01	PRAD
TCGA.2E.A9G8.01	UCEC
TCGA.2F.A9KO.01	BLCA
TCGA.2F.A9KP.01	BLCA
TCGA.2F.A9KQ.01	BLCA
TCGA.2F.A9KR.01	BLCA
TCGA.2F.A9KT.01	BLCA
