sample	type
TCGA.D8.A27H.01	BRCA
TCGA.D8.A27I.01	BRCA
TCGA.D8.A27K.01	BRCA
TCGA.D8.A27L.01	BRCA
TCGA.D8.A27M.01	BRCA
TCGA.D8.A27N.01	BRCA
TCGA.D8.A27P.01	BRCA
TCGA.D8.A27R.01	BRCA
TCGA.D8.A27T.01	BRCA
TCGA.D8.A27V.01	BRCA
TCGA.D8.A27W.01	BRCA
TCGA.D8.A3Z5.01	BRCA
TCGA.D8.A3Z6.01	BRCA
TCGA.D8.A4Z1.01	BRCA
TCGA.D8.A73U.01	BRCA
TCGA.D8.A73W.01	BRCA
TCGA.D8.A73X.01	BRCA
TCGA.D9.A148.06	SKCM
TCGA.D9.A149.06	SKCM
TCGA.D9.A1JW.06	SKCM
TCGA.D9.A1JX.06	SKCM
TCGA.D9.A1X3.06	SKCM
TCGA.D9.A3Z1.06	SKCM
TCGA.D9.A3Z3.06	SKCM
TCGA.D9.A3Z4.01	SKCM
TCGA.D9.A4Z2.01	SKCM
TCGA.D9.A4Z3.01	SKCM
TCGA.D9.A4Z5.01	SKCM
TCGA.D9.A4Z6.06	SKCM
TCGA.D9.A6E9.06	SKCM
TCGA.D9.A6EA.06	SKCM
TCGA.D9.A6EC.06	SKCM
TCGA.D9.A6EG.06	SKCM
TCGA.DA.A1HV.06	SKCM
TCGA.DA.A1HW.06	SKCM
TCGA.DA.A1HY.06	SKCM
TCGA.DA.A1I0.06	SKCM
TCGA.DA.A1I1.06	SKCM
TCGA.DA.A1I2.06	SKCM
TCGA.DA.A1I4.06	SKCM
TCGA.DA.A1I5.06	SKCM
TCGA.DA.A1I7.06	SKCM
TCGA.DA.A1I8.06	SKCM
TCGA.DA.A1IA.06	SKCM
TCGA.DA.A1IB.06	SKCM
TCGA.DA.A1IC.06	SKCM
TCGA.DA.A3F2.06	SKCM
TCGA.DA.A3F3.06	SKCM
TCGA.DA.A3F5.06	SKCM
TCGA.DA.A3F8.06	SKCM
TCGA.DA.A95V.06	SKCM
TCGA.DA.A95W.06	SKCM
TCGA.DA.A95X.06	SKCM
TCGA.DA.A95Y.06	SKCM
TCGA.DA.A95Z.06	SKCM
TCGA.DA.A960.01	SKCM
TCGA.DB.5270.01	LGG
TCGA.DB.5273.01	LGG
TCGA.DB.5274.01	LGG
TCGA.DB.5275.01	LGG
TCGA.DB.5276.01	LGG
TCGA.DB.5277.01	LGG
TCGA.DB.5278.01	LGG
TCGA.DB.5279.01	LGG
TCGA.DB.5280.01	LGG
TCGA.DB.5281.01	LGG
TCGA.DB.A4X9.01	LGG
TCGA.DB.A4XA.01	LGG
TCGA.DB.A4XB.01	LGG
TCGA.DB.A4XC.01	LGG
TCGA.DB.A4XD.01	LGG
TCGA.DB.A4XE.01	LGG
TCGA.DB.A4XF.01	LGG
TCGA.DB.A4XG.01	LGG
TCGA.DB.A4XH.01	LGG
TCGA.DB.A64L.01	LGG
TCGA.DB.A64O.01	LGG
TCGA.DB.A64P.01	LGG
TCGA.DB.A64Q.01	LGG
TCGA.DB.A64R.01	LGG
TCGA.DB.A64S.01	LGG
TCGA.DB.A64U.01	LGG
TCGA.DB.A64V.01	LGG
TCGA.DB.A64W.01	LGG
TCGA.DB.A64X.01	LGG
TCGA.DB.A75K.01	LGG
TCGA.DB.A75L.01	LGG
TCGA.DB.A75M.01	LGG
TCGA.DB.A75O.01	LGG
TCGA.DB.A75P.01	LGG
TCGA.DC.4745.01	COADREAD
TCGA.DC.4749.01	COADREAD
TCGA.DC.5337.01	COADREAD
TCGA.DC.5869.01	COADREAD
TCGA.DC.6154.01	COADREAD
TCGA.DC.6155.01	COADREAD
TCGA.DC.6156.01	COADREAD
TCGA.DC.6157.01	COADREAD
TCGA.DC.6158.01	COADREAD
TCGA.DC.6160.01	COADREAD
TCGA.DC.6681.01	COADREAD
TCGA.DC.6682.01	COADREAD
TCGA.DC.6683.01	COADREAD
TCGA.DD.A113.01	LIHC
TCGA.DD.A114.01	LIHC
TCGA.DD.A115.01	LIHC
TCGA.DD.A116.01	LIHC
TCGA.DD.A118.01	LIHC
TCGA.DD.A119.01	LIHC
TCGA.DD.A11A.01	LIHC
TCGA.DD.A11B.01	LIHC
TCGA.DD.A11C.01	LIHC
TCGA.DD.A11D.01	LIHC
TCGA.DD.A1E9.01	LIHC
TCGA.DD.A1EA.01	LIHC
TCGA.DD.A1EB.01	LIHC
TCGA.DD.A1EC.01	LIHC
TCGA.DD.A1ED.01	LIHC
TCGA.DD.A1EE.01	LIHC
TCGA.DD.A1EF.01	LIHC
TCGA.DD.A1EG.01	LIHC
TCGA.DD.A1EH.01	LIHC
TCGA.DD.A1EI.01	LIHC
TCGA.DD.A1EJ.01	LIHC
TCGA.DD.A1EK.01	LIHC
TCGA.DD.A1EL.01	LIHC
TCGA.DD.A39V.01	LIHC
TCGA.DD.A39W.01	LIHC
TCGA.DD.A39X.01	LIHC
TCGA.DD.A39Y.01	LIHC
TCGA.DD.A39Z.01	LIHC
TCGA.DD.A3A0.01	LIHC
TCGA.DD.A3A1.01	LIHC
TCGA.DD.A3A2.01	LIHC
TCGA.DD.A3A3.01	LIHC
TCGA.DD.A3A4.01	LIHC
TCGA.DD.A3A5.01	LIHC
TCGA.DD.A3A6.01	LIHC
TCGA.DD.A3A7.01	LIHC
TCGA.DD.A3A8.01	LIHC
TCGA.DD.A3A9.01	LIHC
TCGA.DD.A4NA.01	LIHC
TCGA.DD.A4NB.01	LIHC
TCGA.DD.A4ND.01	LIHC
TCGA.DD.A4NE.01	LIHC
TCGA.DD.A4NF.01	LIHC
TCGA.DD.A4NG.01	LIHC
TCGA.DD.A4NH.01	LIHC
TCGA.DD.A4NI.01	LIHC
TCGA.DD.A4NJ.01	LIHC
TCGA.DD.A4NK.01	LIHC
TCGA.DD.A4NL.01	LIHC
TCGA.DD.A4NN.01	LIHC
TCGA.DD.A4NO.01	LIHC
TCGA.DD.A4NP.01	LIHC
TCGA.DD.A4NQ.01	LIHC
TCGA.DD.A4NR.01	LIHC
TCGA.DD.A4NS.01	LIHC
TCGA.DD.A4NV.01	LIHC
TCGA.DD.A73A.01	LIHC
TCGA.DD.A73B.01	LIHC
TCGA.DD.A73C.01	LIHC
TCGA.DD.A73D.01	LIHC
TCGA.DD.A73E.01	LIHC
TCGA.DD.A73F.01	LIHC
TCGA.DD.A73G.01	LIHC
TCGA.DD.AA3A.01	LIHC
TCGA.DD.AAC8.01	LIHC
TCGA.DD.AAC9.01	LIHC
TCGA.DD.AACA.01	LIHC
TCGA.DD.AACA.02	LIHC
TCGA.DD.AACB.01	LIHC
TCGA.DD.AACC.01	LIHC
TCGA.DD.AACD.01	LIHC
TCGA.DD.AACE.01	LIHC
TCGA.DD.AACF.01	LIHC
TCGA.DD.AACG.01	LIHC
TCGA.DD.AACH.01	LIHC
TCGA.DD.AACI.01	LIHC
TCGA.DD.AACJ.01	LIHC
TCGA.DD.AACK.01	LIHC
TCGA.DD.AACL.01	LIHC
TCGA.DD.AACM.01	LIHC
TCGA.DD.AACN.01	LIHC
TCGA.DD.AACO.01	LIHC
TCGA.DD.AACP.01	LIHC
TCGA.DD.AACQ.01	LIHC
TCGA.DD.AACS.01	LIHC
TCGA.DD.AACT.01	LIHC
TCGA.DD.AACU.01	LIHC
TCGA.DD.AACV.01	LIHC
TCGA.DD.AACW.01	LIHC
TCGA.DD.AACX.01	LIHC
TCGA.DD.AACY.01	LIHC
TCGA.DD.AACZ.01	LIHC
TCGA.DD.AAD0.01	LIHC
TCGA.DD.AAD1.01	LIHC
TCGA.DD.AAD2.01	LIHC
TCGA.DD.AAD3.01	LIHC
TCGA.DD.AAD5.01	LIHC
TCGA.DD.AAD6.01	LIHC
TCGA.DD.AAD8.01	LIHC
TCGA.DD.AADA.01	LIHC
TCGA.DD.AADB.01	LIHC
TCGA.DD.AADC.01	LIHC
TCGA.DD.AADD.01	LIHC
TCGA.DD.AADE.01	LIHC
TCGA.DD.AADF.01	LIHC
TCGA.DD.AADG.01	LIHC
TCGA.DD.AADI.01	LIHC
TCGA.DD.AADJ.01	LIHC
TCGA.DD.AADK.01	LIHC
TCGA.DD.AADL.01	LIHC
TCGA.DD.AADM.01	LIHC
TCGA.DD.AADN.01	LIHC
TCGA.DD.AADO.01	LIHC
TCGA.DD.AADP.01	LIHC
TCGA.DD.AADQ.01	LIHC
TCGA.DD.AADR.01	LIHC
TCGA.DD.AADS.01	LIHC
TCGA.DD.AADU.01	LIHC
TCGA.DD.AADV.01	LIHC
TCGA.DD.AADW.01	LIHC
TCGA.DD.AADY.01	LIHC
TCGA.DD.AAE0.01	LIHC
TCGA.DD.AAE1.01	LIHC
TCGA.DD.AAE2.01	LIHC
TCGA.DD.AAE3.01	LIHC
TCGA.DD.AAE4.01	LIHC
TCGA.DD.AAE6.01	LIHC
TCGA.DD.AAE7.01	LIHC
TCGA.DD.AAE8.01	LIHC
TCGA.DD.AAE9.01	LIHC
TCGA.DD.AAEA.01	LIHC
TCGA.DD.AAEB.01	LIHC
TCGA.DD.AAED.01	LIHC
TCGA.DD.AAEE.01	LIHC
TCGA.DD.AAEG.01	LIHC
TCGA.DD.AAEH.01	LIHC
TCGA.DD.AAEI.01	LIHC
TCGA.DD.AAEK.01	LIHC
TCGA.DD.AAVP.01	LIHC
TCGA.DD.AAVQ.01	LIHC
TCGA.DD.AAVR.01	LIHC
TCGA.DD.AAVS.01	LIHC
TCGA.DD.AAVU.01	LIHC
TCGA.DD.AAVV.01	LIHC
TCGA.DD.AAVW.01	LIHC
TCGA.DD.AAVX.01	LIHC
TCGA.DD.AAVY.01	LIHC
TCGA.DD.AAVZ.01	LIHC
TCGA.DD.AAW0.01	LIHC
TCGA.DD.AAW1.01	LIHC
TCGA.DD.AAW2.01	LIHC
TCGA.DD.AAW3.01	LIHC
TCGA.DE.A0XZ.01	THCA
TCGA.DE.A0Y2.01	THCA
TCGA.DE.A0Y3.01	THCA
TCGA.DE.A2OL.01	THCA
TCGA.DE.A3KN.01	THCA
TCGA.DE.A4M8.01	THCA
TCGA.DE.A4M9.01	THCA
TCGA.DE.A4MA.01	THCA
TCGA.DE.A4MB.01	THCA
TCGA.DE.A4MC.01	THCA
TCGA.DE.A4MD.01	THCA
TCGA.DE.A4MD.06	THCA
TCGA.DE.A69J.01	THCA
TCGA.DE.A69K.01	THCA
TCGA.DE.A7U5.01	THCA
TCGA.DF.A2KN.01	UCEC
TCGA.DF.A2KR.01	UCEC
TCGA.DF.A2KS.01	UCEC
TCGA.DF.A2KU.01	UCEC
TCGA.DF.A2KV.01	UCEC
TCGA.DF.A2KY.01	UCEC
TCGA.DF.A2KZ.01	UCEC
TCGA.DF.A2L0.01	UCEC
TCGA.DG.A2KH.01	CESC
TCGA.DG.A2KJ.01	CESC
TCGA.DG.A2KK.01	CESC
TCGA.DG.A2KL.01	CESC
TCGA.DG.A2KM.01	CESC
TCGA.DH.5140.01	LGG
TCGA.DH.5141.01	LGG
TCGA.DH.5142.01	LGG
TCGA.DH.5143.01	LGG
TCGA.DH.5144.01	LGG
TCGA.DH.A669.01	LGG
TCGA.DH.A669.02	LGG
TCGA.DH.A66B.01	LGG
TCGA.DH.A66D.01	LGG
TCGA.DH.A66F.01	LGG
TCGA.DH.A66G.01	LGG
TCGA.DH.A7UR.01	LGG
TCGA.DH.A7US.01	LGG
TCGA.DH.A7UT.01	LGG
TCGA.DH.A7UU.01	LGG
TCGA.DH.A7UV.01	LGG
TCGA.DI.A0WH.01	UCEC
TCGA.DI.A1BU.01	UCEC
TCGA.DI.A1BY.01	UCEC
TCGA.DI.A1C3.01	UCEC
TCGA.DI.A1NN.01	UCEC
TCGA.DI.A1NO.01	UCEC
TCGA.DI.A2QT.01	UCEC
TCGA.DI.A2QU.01	UCEC
TCGA.DI.A2QY.01	UCEC
TCGA.DJ.A13L.01	THCA
TCGA.DJ.A13M.01	THCA
TCGA.DJ.A13O.01	THCA
TCGA.DJ.A13P.01	THCA
TCGA.DJ.A13R.01	THCA
TCGA.DJ.A13S.01	THCA
TCGA.DJ.A13T.01	THCA
TCGA.DJ.A13U.01	THCA
TCGA.DJ.A13V.01	THCA
TCGA.DJ.A13W.01	THCA
TCGA.DJ.A13X.01	THCA
TCGA.DJ.A1QD.01	THCA
TCGA.DJ.A1QE.01	THCA
TCGA.DJ.A1QF.01	THCA
TCGA.DJ.A1QG.01	THCA
TCGA.DJ.A1QH.01	THCA
TCGA.DJ.A1QI.01	THCA
TCGA.DJ.A1QL.01	THCA
TCGA.DJ.A1QM.01	THCA
TCGA.DJ.A1QN.01	THCA
TCGA.DJ.A1QO.01	THCA
TCGA.DJ.A1QQ.01	THCA
TCGA.DJ.A2PN.01	THCA
TCGA.DJ.A2PO.01	THCA
TCGA.DJ.A2PP.01	THCA
TCGA.DJ.A2PQ.01	THCA
TCGA.DJ.A2PR.01	THCA
TCGA.DJ.A2PS.01	THCA
TCGA.DJ.A2PT.01	THCA
TCGA.DJ.A2PU.01	THCA
TCGA.DJ.A2PV.01	THCA
TCGA.DJ.A2PW.01	THCA
TCGA.DJ.A2PX.01	THCA
TCGA.DJ.A2PY.01	THCA
TCGA.DJ.A2PZ.01	THCA
TCGA.DJ.A2Q0.01	THCA
TCGA.DJ.A2Q1.01	THCA
TCGA.DJ.A2Q2.01	THCA
TCGA.DJ.A2Q3.01	THCA
TCGA.DJ.A2Q4.01	THCA
TCGA.DJ.A2Q5.01	THCA
TCGA.DJ.A2Q6.01	THCA
TCGA.DJ.A2Q7.01	THCA
TCGA.DJ.A2Q8.01	THCA
TCGA.DJ.A2Q9.01	THCA
TCGA.DJ.A2QA.01	THCA
TCGA.DJ.A2QB.01	THCA
TCGA.DJ.A2QC.01	THCA
TCGA.DJ.A3UK.01	THCA
TCGA.DJ.A3UM.01	THCA
TCGA.DJ.A3UN.01	THCA
TCGA.DJ.A3UO.01	THCA
TCGA.DJ.A3UP.01	THCA
TCGA.DJ.A3UQ.01	THCA
TCGA.DJ.A3UR.01	THCA
TCGA.DJ.A3US.01	THCA
TCGA.DJ.A3UT.01	THCA
TCGA.DJ.A3UU.01	THCA
TCGA.DJ.A3UV.01	THCA
TCGA.DJ.A3UW.01	THCA
TCGA.DJ.A3UX.01	THCA
TCGA.DJ.A3UY.01	THCA
TCGA.DJ.A3UZ.01	THCA
TCGA.DJ.A3V0.01	THCA
TCGA.DJ.A3V2.01	THCA
TCGA.DJ.A3V3.01	THCA
TCGA.DJ.A3V4.01	THCA
TCGA.DJ.A3V5.01	THCA
TCGA.DJ.A3V6.01	THCA
TCGA.DJ.A3V7.01	THCA
TCGA.DJ.A3V8.01	THCA
TCGA.DJ.A3V9.01	THCA
TCGA.DJ.A3VA.01	THCA
TCGA.DJ.A3VB.01	THCA
TCGA.DJ.A3VD.01	THCA
TCGA.DJ.A3VE.01	THCA
TCGA.DJ.A3VF.01	THCA
TCGA.DJ.A3VG.01	THCA
TCGA.DJ.A3VI.01	THCA
TCGA.DJ.A3VJ.01	THCA
TCGA.DJ.A3VK.01	THCA
TCGA.DJ.A3VL.01	THCA
TCGA.DJ.A3VM.01	THCA
TCGA.DJ.A4UL.01	THCA
TCGA.DJ.A4UP.01	THCA
TCGA.DJ.A4UQ.01	THCA
TCGA.DJ.A4UR.01	THCA
TCGA.DJ.A4UT.01	THCA
TCGA.DJ.A4UW.01	THCA
TCGA.DJ.A4V0.01	THCA
TCGA.DJ.A4V2.01	THCA
TCGA.DJ.A4V4.01	THCA
TCGA.DJ.A4V5.01	THCA
TCGA.DK.A1A3.01	BLCA
TCGA.DK.A1A5.01	BLCA
TCGA.DK.A1A6.01	BLCA
TCGA.DK.A1A6.06	BLCA
TCGA.DK.A1A7.01	BLCA
TCGA.DK.A1AA.01	BLCA
TCGA.DK.A1AB.01	BLCA
TCGA.DK.A1AC.01	BLCA
TCGA.DK.A1AD.01	BLCA
TCGA.DK.A1AE.01	BLCA
TCGA.DK.A1AF.01	BLCA
TCGA.DK.A1AG.01	BLCA
TCGA.DK.A2HX.01	BLCA
TCGA.DK.A2I1.01	BLCA
TCGA.DK.A2I2.01	BLCA
TCGA.DK.A2I4.01	BLCA
TCGA.DK.A2I6.01	BLCA
TCGA.DK.A3IK.01	BLCA
TCGA.DK.A3IL.01	BLCA
TCGA.DK.A3IM.01	BLCA
TCGA.DK.A3IN.01	BLCA
TCGA.DK.A3IQ.01	BLCA
TCGA.DK.A3IS.01	BLCA
TCGA.DK.A3IT.01	BLCA
TCGA.DK.A3IU.01	BLCA
TCGA.DK.A3IV.01	BLCA
TCGA.DK.A3WW.01	BLCA
TCGA.DK.A3WX.01	BLCA
TCGA.DK.A3WY.01	BLCA
TCGA.DK.A3X1.01	BLCA
TCGA.DK.A3X2.01	BLCA
TCGA.DK.A6AV.01	BLCA
TCGA.DK.A6AW.01	BLCA
TCGA.DK.A6B0.01	BLCA
TCGA.DK.A6B1.01	BLCA
TCGA.DK.A6B2.01	BLCA
TCGA.DK.A6B5.01	BLCA
TCGA.DK.A6B6.01	BLCA
TCGA.DK.AA6L.01	BLCA
TCGA.DK.AA6M.01	BLCA
TCGA.DK.AA6P.01	BLCA
TCGA.DK.AA6Q.01	BLCA
TCGA.DK.AA6R.01	BLCA
TCGA.DK.AA6S.01	BLCA
TCGA.DK.AA6T.01	BLCA
TCGA.DK.AA6U.01	BLCA
TCGA.DK.AA6W.01	BLCA
TCGA.DK.AA6X.01	BLCA
TCGA.DK.AA71.01	BLCA
TCGA.DK.AA74.01	BLCA
TCGA.DK.AA75.01	BLCA
TCGA.DK.AA76.01	BLCA
TCGA.DK.AA77.01	BLCA
TCGA.DM.A0X9.01	COAD
TCGA.DM.A0XD.01	COAD
TCGA.DM.A0XF.01	COAD
TCGA.DM.A1D0.01	COAD
TCGA.DM.A1D4.01	COAD
TCGA.DM.A1D6.01	COADREAD
TCGA.DM.A1D7.01	COAD
TCGA.DM.A1D8.01	COAD
TCGA.DM.A1D9.01	COAD
TCGA.DM.A1DA.01	COAD
TCGA.DM.A1DB.01	COAD
TCGA.DM.A1HA.01	COAD
TCGA.DM.A1HB.01	COAD
TCGA.DM.A280.01	COAD
TCGA.DM.A282.01	COAD
TCGA.DM.A285.01	COAD
TCGA.DM.A288.01	COAD
TCGA.DM.A28A.01	COAD
TCGA.DM.A28C.01	COAD
TCGA.DM.A28E.01	COAD
TCGA.DM.A28F.01	COAD
TCGA.DM.A28G.01	COAD
TCGA.DM.A28H.01	COAD
TCGA.DM.A28K.01	COAD
TCGA.DM.A28M.01	COAD
TCGA.DO.A1JZ.01	THCA
TCGA.DO.A1K0.01	THCA
TCGA.DO.A2HM.01	THCA
TCGA.DQ.5624.01	HNSC
TCGA.DQ.5625.01	HNSC
TCGA.DQ.5629.01	HNSC
TCGA.DQ.5630.01	HNSC
TCGA.DQ.5631.01	HNSC
TCGA.DQ.7588.01	HNSC
TCGA.DQ.7589.01	HNSC
TCGA.DQ.7590.01	HNSC
TCGA.DQ.7591.01	HNSC
TCGA.DQ.7592.01	HNSC
TCGA.DQ.7593.01	HNSC
TCGA.DQ.7594.01	HNSC
TCGA.DQ.7595.01	HNSC
TCGA.DQ.7596.01	HNSC
TCGA.DR.A0ZL.01	CESC
TCGA.DR.A0ZM.01	CESC
TCGA.DS.A0VK.01	CESC
TCGA.DS.A0VL.01	CESC
TCGA.DS.A0VM.01	CESC
TCGA.DS.A0VN.01	CESC
TCGA.DS.A1O9.01	CESC
TCGA.DS.A1OA.01	CESC
TCGA.DS.A1OB.01	CESC
TCGA.DS.A1OC.01	CESC
TCGA.DS.A1OD.01	CESC
TCGA.DS.A3LQ.01	CESC
TCGA.DS.A5RQ.01	CESC
TCGA.DS.A7WF.01	CESC
TCGA.DS.A7WH.01	CESC
TCGA.DS.A7WI.01	CESC
TCGA.DT.5265.01	COADREAD
TCGA.DU.5847.01	LGG
TCGA.DU.5849.01	LGG
TCGA.DU.5851.01	LGG
TCGA.DU.5852.01	LGG
TCGA.DU.5853.01	LGG
TCGA.DU.5854.01	LGG
TCGA.DU.5855.01	LGG
TCGA.DU.5870.01	LGG
TCGA.DU.5870.02	LGG
TCGA.DU.5871.01	LGG
TCGA.DU.5872.01	LGG
TCGA.DU.5872.02	LGG
TCGA.DU.5874.01	LGG
TCGA.DU.6392.01	LGG
TCGA.DU.6393.01	LGG
TCGA.DU.6394.01	LGG
TCGA.DU.6395.01	LGG
TCGA.DU.6396.01	LGG
TCGA.DU.6397.01	LGG
TCGA.DU.6397.02	LGG
TCGA.DU.6399.01	LGG
TCGA.DU.6400.01	LGG
TCGA.DU.6401.01	LGG
TCGA.DU.6402.01	LGG
TCGA.DU.6403.01	LGG
TCGA.DU.6404.01	LGG
TCGA.DU.6404.02	LGG
TCGA.DU.6405.01	LGG
TCGA.DU.6406.01	LGG
TCGA.DU.6407.01	LGG
TCGA.DU.6407.02	LGG
TCGA.DU.6408.01	LGG
TCGA.DU.6410.01	LGG
TCGA.DU.6542.01	LGG
TCGA.DU.7006.01	LGG
TCGA.DU.7007.01	LGG
TCGA.DU.7008.01	LGG
TCGA.DU.7009.01	LGG
TCGA.DU.7010.01	LGG
TCGA.DU.7011.01	LGG
TCGA.DU.7012.01	LGG
TCGA.DU.7013.01	LGG
TCGA.DU.7014.01	LGG
TCGA.DU.7015.01	LGG
TCGA.DU.7018.01	LGG
TCGA.DU.7019.01	LGG
TCGA.DU.7290.01	LGG
TCGA.DU.7292.01	LGG
TCGA.DU.7294.01	LGG
TCGA.DU.7298.01	LGG
TCGA.DU.7299.01	LGG
TCGA.DU.7300.01	LGG
TCGA.DU.7301.01	LGG
TCGA.DU.7302.01	LGG
TCGA.DU.7304.01	LGG
TCGA.DU.7304.02	LGG
TCGA.DU.7306.01	LGG
TCGA.DU.7309.01	LGG
TCGA.DU.8158.01	LGG
TCGA.DU.8161.01	LGG
TCGA.DU.8162.01	LGG
TCGA.DU.8163.01	LGG
TCGA.DU.8164.01	LGG
TCGA.DU.8165.01	LGG
TCGA.DU.8166.01	LGG
TCGA.DU.8167.01	LGG
TCGA.DU.8168.01	LGG
TCGA.DU.A5TP.01	LGG
TCGA.DU.A5TR.01	LGG
TCGA.DU.A5TS.01	LGG
TCGA.DU.A5TT.01	LGG
TCGA.DU.A5TU.01	LGG
TCGA.DU.A5TW.01	LGG
TCGA.DU.A5TY.01	LGG
TCGA.DU.A6S2.01	LGG
TCGA.DU.A6S3.01	LGG
TCGA.DU.A6S6.01	LGG
TCGA.DU.A6S7.01	LGG
TCGA.DU.A6S8.01	LGG
TCGA.DU.A76K.01	LGG
TCGA.DU.A76L.01	LGG
TCGA.DU.A76O.01	LGG
TCGA.DU.A76R.01	LGG
TCGA.DU.A7T6.01	LGG
TCGA.DU.A7T8.01	LGG
TCGA.DU.A7TA.01	LGG
TCGA.DU.A7TB.01	LGG
TCGA.DU.A7TC.01	LGG
TCGA.DU.A7TD.01	LGG
TCGA.DU.A7TG.01	LGG
TCGA.DU.A7TI.01	LGG
TCGA.DU.A7TJ.01	LGG
TCGA.DV.5565.01	KIRC
TCGA.DV.5566.01	KIRC
TCGA.DV.5567.01	KIRC
TCGA.DV.5568.01	KIRC
TCGA.DV.5569.01	KIRC
TCGA.DV.5573.01	KIRC
TCGA.DV.5574.01	KIRC
TCGA.DV.5575.01	KIRC
TCGA.DV.5576.01	KIRC
TCGA.DV.A4VX.01	KIRC
TCGA.DV.A4VZ.01	KIRC
TCGA.DV.A4W0.01	KIRC
TCGA.DV.A4W0.05	KIRC
TCGA.DW.5560.01	KIRP
TCGA.DW.5561.01	KIRP
TCGA.DW.7834.01	KIRP
TCGA.DW.7836.01	KIRP
TCGA.DW.7837.01	KIRP
TCGA.DW.7838.01	KIRP
TCGA.DW.7839.01	KIRP
TCGA.DW.7840.01	KIRP
TCGA.DW.7841.01	KIRP
TCGA.DW.7842.01	KIRP
TCGA.DW.7963.01	KIRP
TCGA.DX.A1KU.01	SARC
TCGA.DX.A1KW.01	SARC
TCGA.DX.A1KX.01	SARC
TCGA.DX.A1KY.01	SARC
TCGA.DX.A1KZ.01	SARC
TCGA.DX.A1L0.01	SARC
TCGA.DX.A1L1.01	SARC
TCGA.DX.A1L2.01	SARC
TCGA.DX.A1L3.01	SARC
TCGA.DX.A1L4.01	SARC
TCGA.DX.A23R.01	SARC
TCGA.DX.A23T.01	SARC
TCGA.DX.A23U.01	SARC
TCGA.DX.A23V.01	SARC
TCGA.DX.A23Y.01	SARC
TCGA.DX.A23Z.01	SARC
TCGA.DX.A240.01	SARC
TCGA.DX.A2IZ.01	SARC
TCGA.DX.A2J0.01	SARC
TCGA.DX.A2J1.01	SARC
TCGA.DX.A2J4.01	SARC
TCGA.DX.A3LS.01	SARC
TCGA.DX.A3LT.01	SARC
TCGA.DX.A3LU.01	SARC
TCGA.DX.A3LW.01	SARC
TCGA.DX.A3LY.01	SARC
TCGA.DX.A3M1.01	SARC
TCGA.DX.A3M2.01	SARC
TCGA.DX.A3U5.01	SARC
TCGA.DX.A3U6.01	SARC
TCGA.DX.A3U7.01	SARC
TCGA.DX.A3U8.01	SARC
TCGA.DX.A3U9.01	SARC
TCGA.DX.A3UA.01	SARC
TCGA.DX.A3UB.01	SARC
TCGA.DX.A3UC.01	SARC
TCGA.DX.A3UD.01	SARC
TCGA.DX.A3UE.01	SARC
TCGA.DX.A3UF.01	SARC
TCGA.DX.A48J.01	SARC
TCGA.DX.A48K.01	SARC
TCGA.DX.A48L.01	SARC
TCGA.DX.A48N.01	SARC
TCGA.DX.A48O.01	SARC
TCGA.DX.A48P.01	SARC
TCGA.DX.A48R.01	SARC
TCGA.DX.A48U.01	SARC
TCGA.DX.A48V.01	SARC
TCGA.DX.A6B7.01	SARC
TCGA.DX.A6B8.01	SARC
TCGA.DX.A6B9.01	SARC
TCGA.DX.A6BA.01	SARC
TCGA.DX.A6BB.01	SARC
TCGA.DX.A6BE.01	SARC
TCGA.DX.A6BF.01	SARC
TCGA.DX.A6BG.01	SARC
TCGA.DX.A6BH.01	SARC
TCGA.DX.A6BK.01	SARC
TCGA.DX.A6YQ.01	SARC
TCGA.DX.A6YR.01	SARC
TCGA.DX.A6YS.01	SARC
TCGA.DX.A6YT.01	SARC
TCGA.DX.A6YU.01	SARC
TCGA.DX.A6YV.01	SARC
TCGA.DX.A6YX.01	SARC
TCGA.DX.A6YZ.01	SARC
TCGA.DX.A6Z0.01	SARC
TCGA.DX.A6Z2.01	SARC
TCGA.DX.A7EF.01	SARC
TCGA.DX.A7EI.01	SARC
TCGA.DX.A7EL.01	SARC
TCGA.DX.A7EM.01	SARC
TCGA.DX.A7EN.01	SARC
TCGA.DX.A7EO.01	SARC
TCGA.DX.A7EQ.01	SARC
TCGA.DX.A7ER.01	SARC
TCGA.DX.A7ES.01	SARC
TCGA.DX.A7ET.01	SARC
TCGA.DX.A7EU.01	SARC
TCGA.DX.A8BG.01	SARC
TCGA.DX.A8BH.01	SARC
TCGA.DX.A8BJ.01	SARC
TCGA.DX.A8BK.01	SARC
TCGA.DX.A8BL.01	SARC
TCGA.DX.A8BM.01	SARC
TCGA.DX.A8BN.01	SARC
TCGA.DX.A8BO.01	SARC
TCGA.DX.A8BP.01	SARC
TCGA.DX.A8BQ.01	SARC
TCGA.DX.A8BR.01	SARC
TCGA.DX.A8BS.01	SARC
TCGA.DX.A8BT.01	SARC
TCGA.DX.A8BU.01	SARC
TCGA.DX.A8BV.01	SARC
TCGA.DX.A8BX.01	SARC
TCGA.DX.A8BZ.01	SARC
TCGA.DX.AATS.01	SARC
TCGA.DX.AB2E.01	SARC
TCGA.DX.AB2F.01	SARC
TCGA.DX.AB2G.01	SARC
TCGA.DX.AB2H.01	SARC
TCGA.DX.AB2J.01	SARC
TCGA.DX.AB2L.01	SARC
